g__Methanobrevibacter	k__Bacteria	g__Actinomyces	g__Bifidobacterium	g__Corynebacterium	g__Olsenella	f__Coriobacteriaceae	g__Collinsella	g__Senegalimassilia	f__Eggerthellaceae	g__Eggerthella	g__Enterorhabdus	g__Gordonibacter	g__Slackia	f__Bacteroidaceae	g__Bacteroides	f__Barnesiellaceae	g__Barnesiella	f__Muribaculaceae	g__Butyricimonas	g__Odoribacter	f__Prevotellaceae	g__Massiliprevotella	g__Paraprevotella	g__Prevotella	g__Prevotellamassilia	f__Rikenellaceae	g__Alistipes	f__Tannerellaceae	g__Parabacteroides	f__Sphingobacteriaceae	g__Elusimicrobium	p__Firmicutes	f__Bacillaceae	f__Thermoactinomycetaceae	g__Granulicatella	g__Enterococcus	g__Lactobacillus	g__Weissella	g__Lactococcus	g__Streptococcus	o__Clostridiales	g__Colidextribacter	g__Flavonifractor	g__Flintibacter	g__Howardella	g__Intestinimonas	g__Pseudoflavonifractor	f__Clostridiaceae	g__Butyricicoccus	g__Clostridium	g__Hungatella	f__Clostridiales.Family.XIII..Incertae.Sedis	g__Ihubacter	g__Mogibacterium	f__Defluviitaleaceae	f__Eubacteriaceae	g__Eubacterium	f__Gracilibacteraceae	f__Lachnospiraceae	g__Anaerosporobacter	g__Anaerostipes	g__Blautia	g__Butyrivibrio	g__Coprococcus	g__Cuneatibacter	g__Dorea	g__Eisenbergiella	g__Faecalicatena	g__Fusicatenibacter	g__Hespellia	g__Lachnobacterium	g__Lachnoclostridium	g__Lachnospira	g__Muricomes	g__Parasporobacterium	g__Pseudobutyrivibrio	g__Robinsoniella	g__Roseburia	g__Tyzzerella	f__Oscillospiraceae	g__Oscillibacter	f__Peptococcaceae	f__Peptostreptococcaceae	g__Intestinibacter	g__Paeniclostridium	g__Romboutsia	g__Terrisporobacter	f__Ruminococcaceae	g__Acutalibacter	g__Anaeromassilibacillus	g__Caproiciproducens	g__Drancourtella	g__Faecalibacterium	g__Gemmiger	g__Negativibacillus	g__Ruminiclostridium	g__Ruminococcus	g__Sporobacter	g__Subdoligranulum	f__Erysipelotrichaceae	g__Catenibacterium	g__Coprobacillus	g__Erysipelatoclostridium	g__Holdemanella	g__Holdemania	g__Longibaculum	g__Turicibacter	g__Phascolarctobacterium	g__Megamonas	g__Propionispira	g__Allisonella	g__Dialister	g__Megasphaera	g__Veillonella	g__Fusobacterium	f__Victivallaceae	g__Victivallis	c__Alphaproteobacteria	f__Kiloniellaceae	g__Duodenibacillus	g__Parasutterella	g__Sutterella	f__Desulfovibrionaceae	g__Desulfovibrio	f__Succinivibrionaceae	g__Succinivibrio	o__Enterobacterales	f__Enterobacteriaceae	g__Haemophilus	f__Spiroplasmataceae	g__Akkermansia
CS.241	0.0283637074951912	0.00759625729468914	0.00039122355165781	0.00717243178039318	0.000130407850552603	0.00456427476934111	0.00312978841326248	0.0500114106869234	0.00371662374074919	0.000163009813190754	0	0.00244514719786131	0	0.000749845140677469	0.00114106869233528	0.00681381019137352	0.0191699540312327	0	0	0.000456427476934111	0.000521631402210413	0.0231147915104489	0.0019235157956509	0	0.213119029765592	0.0515437029309164	0.0018583118703746	3.26019626381508e-05	0.00231473934730871	0.000228213738467056	6.52039252763016e-05	0.000880252991230072	3.26019626381508e-05	0.000847651028591921	0.00280376878688097	3.26019626381508e-05	0	0.00127147654288788	9.78058879144525e-05	0	0.00104326280442083	0.0485117204055684	0	6.52039252763016e-05	0.0021191275714798	0.000456427476934111	0.000880252991230072	0.000130407850552603	0.00208652560884165	0.00342320607700584	0.0308414566556907	0.00221693345939426	0.00163009813190754	0.00101066084178268	0	0.000260815701105207	0.00541192579793304	0.0208978580510547	6.52039252763016e-05	0.0389919473152284	3.26019626381508e-05	0.000130407850552603	0.00521631402210413	0	0.0537606363903107	3.26019626381508e-05	0.0114106869233528	0	0.000228213738467056	0.00264075897369022	0.000293417663743357	0	0.00387963355393995	0.00120627261761158	0	9.78058879144525e-05	0.000130407850552603	6.52039252763016e-05	0.0139536400091286	0.000326019626381508	0.00293417663743357	0.0176376617872396	0.00358621589019659	3.26019626381508e-05	0.00299938056270988	0	0.00378182766602549	0.000586835327486715	0.0319173214227496	0.00117367065497343	0	6.52039252763016e-05	0	0.0534672187265673	0.00348841000228214	0.00179310794509829	0	0.0542170638672448	0.00756365533205099	0.00169530205718384	0.0039774394418544	0.0196589834708049	0	0	0.0102370162683794	0	0	6.52039252763016e-05	0.00495549832099892	0	0.0178984774883448	0	0.03155869983373	0	0.000619437290124866	0	0	0	0	0	0.00863952009910997	0	0.000228213738467056	0.000456427476934111	0.00831350047272846	0	0	9.78058879144525e-05	0.00039122355165781	0.000130407850552603	0	0
CS.006	0.000151633854785312	0.000227450782177968	0.00126361545654426	0.0185751472112007	5.05446182617706e-05	0.000101089236523541	0.00179433394829286	0.164573277060325	0.0111450883267204	0.0036139402057166	0.000101089236523541	0.00123834314741338	0	0.00303267709570623	0.000606535419141247	0.0224418105082261	0	0	0.00133943238393692	0.000176906163916197	2.52723091308853e-05	0.00232505244004145	5.05446182617706e-05	0	0.255275594531072	0.0197124011220905	0	0.000277995400439738	0.000202178473047082	0.00090980312871187	0.000227450782177968	0.000151633854785312	0	2.52723091308853e-05	0.000783441583057444	0.000353812327832394	0.00475119411660643	0.0105890975258409	0.0240592382926028	0.000732896964795673	0.0158204655159342	0.00348757866006217	5.05446182617706e-05	7.58169273926559e-05	0.000379084636963279	0.000227450782177968	0.000379084636963279	0	0.000277995400439738	0.00252723091308853	0.0123581591650029	0.00277995400439738	0.000126361545654426	0.000176906163916197	0.000151633854785312	2.52723091308853e-05	0.000227450782177968	0.0195354949581743	2.52723091308853e-05	0.00914857590538047	7.58169273926559e-05	0.00232505244004145	0.0135206853850236	0	0.00793550506709798	2.52723091308853e-05	0.00811241123101418	0	0	0.00558518031792565	0.000227450782177968	0	0.00396775253354899	0.0036139402057166	0.000303267709570623	0.000176906163916197	0	0	0.0265359245874296	0.0008592585104501	0.000454901564355935	0.00108670929262807	2.52723091308853e-05	2.52723091308853e-05	0.00166797240263843	0.000732896964795673	0.0337890773079936	0.00192069549394728	0.00308322171396801	0.000303267709570623	0	7.58169273926559e-05	0	0.0465010488008289	0.00692461270186257	0	0.000277995400439738	0.0201420303773156	0.000379084636963279	0.00227450782177968	0.00207232934873259	0.011246177563244	0	0	0.0173620763729182	0	0	0.00626753266445955	0.00250195860395764	2.52723091308853e-05	0	0.000126361545654426	0.0311102125401198	0	0.000555990800879476	0.00222396320351791	0	0	0	7.58169273926559e-05	0.00692461270186257	0.000328540018701509	0.0308827617579418	0	0.000707624655664788	0.000101089236523541	0.0334099926710303	0.0120296191463014	0.0192827718668655	0.00300740478657535	7.58169273926559e-05	0.000555990800879476
CS.087	0	8.85948851219656e-05	0.000442974425609828	0.0145295611600024	5.90632567479771e-05	0.00315988423601677	0	0.0857893804264367	0.0148544090721162	2.95316283739885e-05	0	0	0	0	0	0.0111629555253677	0	0	8.85948851219656e-05	0	0.000531569310731794	0.000118126513495954	0	0	0.244964857362235	0.0250132892327683	0	0.000708759080975725	0	0.000561100939105782	2.95316283739885e-05	0	0	0	0.000147658141869943	0.000147658141869943	0.00177189770243931	0.0150611304707342	0.00020672139861792	0.00147658141869943	0.00930246293780639	0.00416395960073238	0	0.000236253026991908	0.000295316283739885	0	8.85948851219656e-05	0.000472506053983817	0.000118126513495954	0.00165377118894336	0.00788494477585494	0.00197861910105723	0.000118126513495954	0.000915480479593645	8.85948851219656e-05	0	0.000118126513495954	0.0170397495717914	0	0.0234776445573209	0	0.00271690981040695	0.0366487508121198	0	0.00572913590455378	0	0.0133187643966688	0	2.95316283739885e-05	0.00504990845195204	0.000502037682357805	2.95316283739885e-05	0.0087708936270746	0.000265784655365897	0.000147658141869943	0.000118126513495954	0	0	0.0265489339082157	0.000590632567479771	0.00020672139861792	0.000767822337723702	0	0	0.000856417222845668	2.95316283739885e-05	0.0121670308900833	0.00224440375642313	0.000826885594471679	0	0	0.000885948851219656	0	0.0329572972653712	0.00835745082983876	0	0.000147658141869943	0.0351721693934204	0.000472506053983817	0.00124032839170752	0.00209674561455319	0.0165672435178076	0	5.90632567479771e-05	0.00507944008032603	5.90632567479771e-05	0	0.000442974425609828	0.000797353966097691	0.0235071761856949	0	0.000265784655365897	0.0496131356683008	0	8.85948851219656e-05	0.00020672139861792	0	0	0	0	0	0.000177189770243931	0.0121374992617093	2.95316283739885e-05	0.000561100939105782	0.000265784655365897	0.183568601972713	0.00623117358691158	0.00995215876203414	2.95316283739885e-05	2.95316283739885e-05	0
CS.356	1.30485274736746e-05	1.30485274736746e-05	0.000717669011052103	0.0039537038245234	0.000208776439578794	1.30485274736746e-05	0	0.0426817333663896	0.000156582329684095	0	5.21941098946984e-05	0	0	0.000300116131894516	0.000117436747263071	0.139906311572739	1.30485274736746e-05	2.60970549473492e-05	1.30485274736746e-05	0	6.5242637368373e-05	5.21941098946984e-05	1.30485274736746e-05	0.000234873494526143	0.0621892819395331	2.60970549473492e-05	0	6.5242637368373e-05	1.30485274736746e-05	0.00660255490167935	0	0	0	0	0	0.000247922021999817	1.30485274736746e-05	1.30485274736746e-05	0.00197032764852486	5.21941098946984e-05	0.0063154872972585	5.21941098946984e-05	0	7.82911648420476e-05	5.21941098946984e-05	0	0	1.30485274736746e-05	0	0.00262275402220859	0.030755379255451	0.00536294479168026	0	0	0	0	0	0.0025183658024192	0	0.00189203648368282	0	0.0261883946396649	0.109594582251393	0	0.000717669011052103	0	0.00260970549473492	0	0	2.60970549473492e-05	0	0	0.00927750303378264	0.000404504351683912	0	0	0	0	0.0123700040450435	0.0234482038701932	0	6.5242637368373e-05	0	0.0334564244425017	0.000182679384631444	0	0.016963085715777	7.82911648420476e-05	6.5242637368373e-05	7.82911648420476e-05	0	1.30485274736746e-05	0	0.0461395931469134	0.00212690997820896	0	1.30485274736746e-05	0.000782911648420476	0	2.60970549473492e-05	1.30485274736746e-05	0	1.30485274736746e-05	0.0309250101126088	5.21941098946984e-05	1.30485274736746e-05	0	0.018124404660934	0.00173545415399872	0	1.30485274736746e-05	0	0	0	0.000678523428631079	0.256155642835706	0	0	0	0	7.82911648420476e-05	0	0.0380886516956561	0	1.30485274736746e-05	0	5.21941098946984e-05	0.00927750303378264	0.0225087098920887	0.00776387384683638	0	0
CS.085	9.9724096665891e-05	0.0011634477944354	0.00265930924442376	0.00169530964332015	0.000166206827776485	0.00129641325665658	0.00159558554665426	0.0603330784828641	0.0188478542698534	0.000565103214440049	9.9724096665891e-05	0.025629092843134	0	0.0141940630921118	0.00126317189110129	0.0463052222185287	0.000232689558887079	0.000797792773327128	0.00688096266994648	0.00149586144998837	0.000797792773327128	0.0261277133264635	6.6482731110594e-05	0.000299172289997673	0.0853305853804474	0.00146262008443307	0.000531861848884752	0.00352358474886148	0.00249310241664728	0.00352358474886148	6.6482731110594e-05	0	0	0	0.00485323937107336	0.000199448193331782	0.000265930924442376	0.00359006747997208	6.6482731110594e-05	0.00099724096665891	0.00701392813216767	0.0235681281787056	0.00033241365555297	0.000232689558887079	0.00239337831998138	0	0.00149586144998837	0.000365655021108267	0.00322441245886381	0.00289199880331084	0.00917461689326197	0.00495296346773925	0.00033241365555297	0.00242661968553668	0.00398896386663564	0.000199448193331782	0.00365655021108267	0.0308479872353156	3.3241365555297e-05	0.0077452381743842	0.000132965462221188	0.00651530764883821	0.04085363826746	0.0055180666821793	0.0120998570621281	3.3241365555297e-05	0.0105707542465844	3.3241365555297e-05	0.000199448193331782	0.00967323737659143	0.000265930924442376	0.000398896386663564	0.00744606588438653	0.000565103214440049	0.000897516869993019	0.000199448193331782	0.000498620483329455	3.3241365555297e-05	0.0249975068975834	0.00378951567330386	0.00245986105109198	0.0162882691220955	6.6482731110594e-05	0.00146262008443307	0.00309144699664262	0.000598344579995346	0.0422830169863378	0.000498620483329455	0.0146262008443307	0.0010637236977695	0	0	0	0.0847987235315627	0.00821061729215836	0.00196124056776252	0.000764551407771831	0.0588372170328757	0.00761227271216302	0.00309144699664262	0.00678123857328059	0.0032908951899744	0	9.9724096665891e-05	0.0230030249642655	6.6482731110594e-05	0.000365655021108267	0.00305820563108733	0.0154904763487684	3.3241365555297e-05	0	6.6482731110594e-05	0.0142937871887777	0	0.000398896386663564	0.000265930924442376	0	0.000199448193331782	9.9724096665891e-05	0	0.00691420403550178	0.000265930924442376	0.0131303393943423	0.00066482731110594	0.00305820563108733	0	0.00345710201775089	0.0384935013130339	0.0543163913173553	0.00166206827776485	0.00033241365555297	0.000199448193331782
CS.082	0.00127863612147043	0.00436867341502397	0.00066595631326585	0.0328716036228023	2.6638252530634e-05	0.00111880660628663	0.0027437400106553	0.0645178476291955	0.0255194459243474	0.00684603090037294	0.000879062333510922	0.0119072988811934	2.6638252530634e-05	0.00753862546616942	0.00106553010122536	0.0689397975492808	0.00255727224294086	0.000239744272775706	0.00636654235482152	0.000825785828449654	0.00194459243473628	0.00442194992008524	5.3276505061268e-05	0.000346297282898242	0.150958977091103	0.00591369206180075	0.00026638252530634	0.00484816196057539	0	0.00612679808204582	0	0	0.000319659030367608	0.000239744272775706	0.00151838039424614	0.000213106020245072	0.000506126798082046	0.00380927011188066	0.000159829515183804	0.00039957378795951	0.00687266915290357	0.0214437932871604	0.000346297282898242	0.000586041555673948	0.00205114544485882	0.000213106020245072	0.000825785828449654	0.000506126798082046	0.00170484816196058	0.00471497069792222	0.00700586041555674	0.00492807671816729	0.000772509323388386	0.00199786893979755	5.3276505061268e-05	0.0028236547682472	0.00578050079914758	0.0354821523708045	2.6638252530634e-05	0.00852424080980288	5.3276505061268e-05	0.00506126798082046	0.0347629195524774	0.00138518913159297	0.00974960042621204	5.3276505061268e-05	0.00916355887053809	0	0.00013319126265317	0.00839104954714971	0.000213106020245072	0.000106553010122536	0.00663292488012786	0.0014118273841236	5.3276505061268e-05	0.00093233883857219	2.6638252530634e-05	0.000106553010122536	0.0251198721363879	0.000958977091102824	0.0028236547682472	0.0100958977091103	0.000239744272775706	2.6638252530634e-05	0.00263718700053276	0	0.0151838039424614	0.000319659030367608	0.0151571656899307	0.000852424080980288	7.9914757591902e-05	0.000452850293020778	0.000159829515183804	0.0826318593500266	0.00942994139584443	0.0028236547682472	0.00455514118273841	0.0427277570591369	0.00309003729355354	0.00322322855620671	0.00809802876931273	0.00106553010122536	0	0.000293020777836974	0.0116941928609483	7.9914757591902e-05	7.9914757591902e-05	0.00151838039424614	0.0190463505594033	0.0232019179541822	0.00026638252530634	0.000506126798082046	0.0314064997336175	2.6638252530634e-05	0.000772509323388386	0.0232818327117741	0	0.000692594565796484	0	5.3276505061268e-05	0.00205114544485882	0.000692594565796484	0.0205380927011188	0.00039957378795951	0.00157165689930741	0	0.000426212040490144	0.00242408098028769	0.00189131592967501	0.000879062333510922	0.000879062333510922	0.000159829515183804
CS.110	0	0.000268393330425739	0.000167745831516087	0.0241218505720133	3.35491663032174e-05	0.000134196665212869	0	0.00214714664340591	0.000201294997819304	0	0.00117422082061261	3.35491663032174e-05	0.000167745831516087	0	0	0.172342067299628	0	3.35491663032174e-05	6.70983326064347e-05	6.70983326064347e-05	0	6.70983326064347e-05	6.70983326064347e-05	3.35491663032174e-05	0.0117757573724293	0.00127486831952226	0	0.000402589995638608	0	0.00301942496728956	0	0	6.70983326064347e-05	0	0	0.000268393330425739	0.000570335827154695	0.0056027107726373	3.35491663032174e-05	6.70983326064347e-05	0.00798470158016573	0.0079176032475593	0	0.000603884993457913	0.000268393330425739	0	0.000402589995638608	0.000436139161941826	0.000100647498909652	0.00298587580098635	0.0145603381755963	0.00369040829335391	0.000201294997819304	0.00114067165430939	3.35491663032174e-05	0	3.35491663032174e-05	0.0464320461636528	6.70983326064347e-05	0.0486462911396652	0	0.0190223772939242	0.0537793135840574	0	0.00516657161069547	3.35491663032174e-05	0.00664273492803704	0	3.35491663032174e-05	0.00818599657798504	0.000536786660851478	0	0.0118093065387325	0.00301942496728956	0.000167745831516087	0.00436139161941826	0	0	0.0462307511658335	0.00110712248800617	0.00224779414231556	0.0056027107726373	0.000234844164122522	0	0.00218069580970913	0	0.0411648270540477	0.00171100748146409	0.00161035998255443	0	0.000201294997819304	0.000335491663032174	0	0.1783138189016	0.00899117656926225	0.000301942496728956	0.000268393330425739	0.177810581407052	0.00254973663904452	0.0102324957224813	0.000167745831516087	0.000603884993457913	6.70983326064347e-05	0.00201294997819304	0.000234844164122522	0.000201294997819304	0	0.00144261415103835	0.00124131915321904	0.0127486831952226	0	0.000469688328245043	0.0113396182104875	0	0.00278458080316704	6.70983326064347e-05	0	0	0	0	0.000134196665212869	3.35491663032174e-05	0.000603884993457913	3.35491663032174e-05	0.000603884993457913	0	0.00127486831952226	0.000201294997819304	0.000939376656490086	0.000268393330425739	3.35491663032174e-05	0
CS.246	0.00246650486394759	0.00248623690285917	0.000828745634286391	0.0771917362221038	0.00108526214013694	0.00260462913632866	5.91961167347422e-05	0.0208764971684524	0.00104579806231378	0.00134177864598749	0	1.97320389115807e-05	0	0.000177588350204227	0	0.0707985556147517	0	0.00219025631918546	0	0.000118392233469484	0.00155883107401488	0.000118392233469484	3.94640778231615e-05	0.000177588350204227	0.228023441662227	7.89281556463229e-05	0	0.00130231456816433	0.000394640778231615	0.00949111071647033	0	0.000118392233469484	0.000138124272381065	7.89281556463229e-05	0.00118392233469484	5.91961167347422e-05	0	0.0127271650979696	0	0	0.00177588350204227	0.0116813670356558	0.000236784466938969	0.000907673789932714	0.00120365437360642	0	0.00110499417904852	0.00165749126857278	0.000315712622585292	0.00359123108190769	0.00165749126857278	0.00246650486394759	0.000473568933877938	0.000611693206259003	0	0.000513033011701099	0.000789281556463229	0.0166341088024626	0.000177588350204227	0.0570058604155567	0.000177588350204227	0.00866236508218394	0.0632017206337931	0.000177588350204227	0.0128060932536159	7.89281556463229e-05	0.00736005051401961	0.00104579806231378	7.89281556463229e-05	0.0136545709268139	0.000434104856054776	7.89281556463229e-05	0.0104185165453146	0.00165749126857278	0.000177588350204227	0	3.94640778231615e-05	0	0.0184099923045048	0.000197320389115807	0.000828745634286391	0.00560389905088893	0.000315712622585292	0	0.0155685787012372	0	0.0100830718838178	0.000966869906667456	0.0103593204285799	0.000374908739320034	0	0.000493300972789518	0.000138124272381065	0.0882614100515006	0.00824799226504075	0.000552497089524261	0.0053276505061268	0.0677400895834567	0.00195347185224649	0.00144043884054539	0.00181534757986543	0.000572229128435841	0	1.97320389115807e-05	0.0100041437281714	0	0	7.89281556463229e-05	0.000493300972789518	0	0	0.000335444661496872	0.0243690680558022	1.97320389115807e-05	0.000138124272381065	0	1.97320389115807e-05	0.00027624854476213	0	3.94640778231615e-05	0.00311766214802976	0.000197320389115807	0.00674835730776061	0.000651157284082164	0.000157856311292646	0	5.91961167347422e-05	0.0142465320941613	0.00657076895755638	0.000138124272381065	0.000118392233469484	0.000453836894966357
L.024.M1	9.08120870887915e-05	4.54060435443958e-05	0.0010897450450655	0.031670715372216	0	0.00914931777419575	0.00192975685063682	0.0389583853610916	0.00177083569823143	0.00124866619747088	0	0.000295139283038572	0	0.000499466478988353	0.0010216359797489	0.00113515108860989	2.27030217721979e-05	0	0.000181624174177583	0	0	0.00610711285672123	0.000204327195949781	0	0.261720434989897	0.0644084727677254	0	4.54060435443958e-05	2.27030217721979e-05	0.000158921152405385	0.000885417849115717	0	0	0	0.000204327195949781	0.000113515108860989	0.002179490090131	0.00308761096101891	0.000454060435443958	0.0103752809498944	0.0100801416668559	0.00326923513519649	0.000181624174177583	0	0.000158921152405385	6.81090653165936e-05	0.000136218130633187	0.000113515108860989	0.000204327195949781	0.0064022521397598	0.0135764070197743	0.00288328376506913	6.81090653165936e-05	0.000136218130633187	0.00131677526278748	4.54060435443958e-05	4.54060435443958e-05	0.00867255431697959	2.27030217721979e-05	0.00286058074329693	4.54060435443958e-05	0.00118055713215429	0.0296501464344904	2.27030217721979e-05	0.00311031398279111	4.54060435443958e-05	0.00313301700456331	0	2.27030217721979e-05	0.00124866619747088	0.000136218130633187	0	0.00311031398279111	0.00258814448203056	4.54060435443958e-05	2.27030217721979e-05	4.54060435443958e-05	0	0.0165505028719323	0.000227030217721979	0.000204327195949781	0.00043135741367176	6.81090653165936e-05	0.000227030217721979	0.00267895656911935	0	0.0298771766522124	0.000522169500760551	0.00186164778532023	0	0	0	2.27030217721979e-05	0.0673144595545667	0.00715145185824233	0.000522169500760551	4.54060435443958e-05	0.00515358594228892	0.000204327195949781	0.00074919971848253	0.00326923513519649	0.0263582082775217	0	4.54060435443958e-05	0.0332826299180421	0	0	0.00140758734987627	0.0054033191817831	0	0.0614570799373397	0.000454060435443958	0.0548732036234023	0.0128272073012918	0.00295139283038572	0	2.27030217721979e-05	2.27030217721979e-05	0	0	0.00458601039798397	0	0.000158921152405385	0	0.000158921152405385	0.000227030217721979	0.0423865416486934	0.0249052148841011	0.0203192044861171	0.0113061048425545	0	0
CS.103	7.82105427811669e-05	3.91052713905835e-05	3.91052713905835e-05	0.022720162677929	0.000156421085562334	0.00144689504145159	0.00132957922727984	0.0496245893946504	0.00829031753480369	0.000664789613639919	0.000273736899734084	0.00320663225402784	3.91052713905835e-05	0.00551384326607227	0.00758642264977319	0.0414515876740185	0	0	0.000391052713905834	0.000430157985296418	3.91052713905835e-05	0.00531831690911935	0.000469263256687001	0	0.165923666510246	0.0376192710777413	0.000156421085562334	0.00312842171124668	0.000625684342249335	0.00265915845455967	0.00250273736899734	0	0.00011731581417175	7.82105427811669e-05	0.00156421085562334	3.91052713905835e-05	0.000273736899734084	0.018966056624433	0.0134913186297513	0	0.0901376505552949	0.00872047552010011	0.000156421085562334	0.000156421085562334	0.00218989519787267	0.000156421085562334	0.00109494759893634	0.000351947442515251	0.000938526513374003	0.00965900203347411	0.011927107774128	0.00527921163772877	3.91052713905835e-05	0.000625684342249335	0.00125136868449867	0	0.000664789613639919	0.0403175348036915	0	0.015681213827624	0.000156421085562334	0.00183794775535742	0.0508759580791491	0.00215078992648209	0.00965900203347411	0.00011731581417175	0.00731268575003911	0.000156421085562334	0	0.0154074769278899	0.000273736899734084	0	0.0275301110589707	0.00324573752541843	0.000351947442515251	0.00136868449867042	0.00109494759893634	0.000195526356952917	0.0280775848584389	0.00218989519787267	0.000547473799468168	0.00832942280619428	0.000156421085562334	0	0.00265915845455967	0	0.00977631784764586	0.000234631628343501	0.0111841076177069	0.00136868449867042	0.00011731581417175	0.000625684342249335	0.000195526356952917	0.0685515407476928	0.0106366338182387	0.0011731581417175	0.00254184264038792	0.0459877991553261	0.00332394806819959	0.00203347411231034	0.00195526356952917	0.0063741592366651	0	7.82105427811669e-05	0.00340215861098076	0.000156421085562334	3.91052713905835e-05	0.000351947442515251	0.00480994838104176	0	3.91052713905835e-05	0.000469263256687001	0.0320663225402784	0.000351947442515251	0.00539652745190052	0	0.000195526356952917	0	0	0	0.00774284373533552	0.000273736899734084	0.00699984357891444	7.82105427811669e-05	0.00132957922727984	0	0.000625684342249335	0.0016424213984045	0.00156421085562334	0.000351947442515251	3.91052713905835e-05	0.0044971062099171
CS.242	0.00321645264260825	0.00141328979750969	0.000121835327371525	0.00928385194571018	4.87341309486099e-05	0.000487341309486099	0	0.028850605521577	0.000950315553497892	0.000121835327371525	0	0.000170569458320135	0	0	0	0.0422281244669704	9.74682618972197e-05	0.000121835327371525	0.00287531372596798	0.000389873047588879	0.00277784546407076	0.0459806525500134	4.87341309486099e-05	0.000877214357074977	0.25029849655206	4.87341309486099e-05	0.00138892273203538	0.00136455566656108	9.74682618972197e-05	0.00231487122005897	2.43670654743049e-05	0.0242695972124077	0.00014620239284583	0	0.00124272033918955	2.43670654743049e-05	2.43670654743049e-05	0.0137673919929823	2.43670654743049e-05	4.87341309486099e-05	0.000584809571383318	0.0157898584273496	0.000170569458320135	0.00014620239284583	0.000560442505909013	0	0.00221740295816175	4.87341309486099e-05	0.00168132751772704	0.00250980774385341	0.00355759155924852	0.00579936158288457	0.000852847291600673	0.00136455566656108	9.74682618972197e-05	0.000609176636857623	0.00187626404152148	0.0166427057189503	0.000219303589268744	0.0466629303832939	7.31011964229148e-05	0.00258290894027632	0.0212480810935939	2.43670654743049e-05	0.0302151611881381	0	0.0137917590584566	2.43670654743049e-05	4.87341309486099e-05	0.00823606813031507	0.000194936523794439	0.00014620239284583	0.00660347474353664	0.000755379029703453	0.000657910767806233	2.43670654743049e-05	0	0	0.0173006164867565	0.000487341309486099	0.00287531372596798	0.00589682984478179	4.87341309486099e-05	7.31011964229148e-05	0.00487341309486099	7.31011964229148e-05	0.00879651063622408	0.000292404785691659	0.00448354004727211	0.000194936523794439	0	0.00014620239284583	0	0.11184483052706	0.00509271668412973	0.00168132751772704	0.000804113160652063	0.0261458612539292	0.00165696045225274	0.000755379029703453	0.00155949219035552	0.00904018129096713	0	2.43670654743049e-05	0.026608835497941	0.000121835327371525	2.43670654743049e-05	0.00104778381539511	0.0322619946879797	2.43670654743049e-05	2.43670654743049e-05	0.00109651794634372	7.31011964229148e-05	0	0.000341138916640269	0.000243670654743049	0.00014620239284583	0.000170569458320135	0	0	0.0103316357611053	0	0.0100879651063622	2.43670654743049e-05	0.00282657959501937	9.74682618972197e-05	0.0542167206803285	0.0227344720875265	0.00229050415458466	0.000755379029703453	0.000194936523794439	0.000292404785691659
CS.237	0	3.58590024025532e-05	0.00595259439882382	0.0341736292896332	0	0	7.17180048051063e-05	0.0966400114748808	0.000358590024025532	0.000143436009610213	0.00200810413454298	0.000251013016817872	0.00068132104564851	3.58590024025532e-05	7.17180048051063e-05	0.147021909850468	0	0.000107577007207659	0	0.000717180048051063	0.000215154014415319	0.000537885036038297	0	7.17180048051063e-05	0.00684906945888765	0.000537885036038297	0	0.00573744038440851	0	0.00376519525226808	7.17180048051063e-05	0	0	3.58590024025532e-05	0.00369347724746298	0.000537885036038297	0.0028328611898017	0.00078889805285617	0	7.17180048051063e-05	0.0932334062466382	0.00466167031233191	0	0.000968193064868935	0.00125506508408936	0	0.000968193064868935	0.000573744038440851	0.000215154014415319	0.00121920608168681	0.00498440133395489	0.00688492846129021	0	0.000502026033635744	0.000286872019220425	0.0157779610571234	0.000394449026428085	0.0724710438555599	0	0.0105425467063506	0	0.00347832323304766	0.0562986337720085	0	0.000968193064868935	7.17180048051063e-05	0.00139850109369957	0.000430308028830638	0	0.0251371606841898	0.000179295012012766	3.58590024025532e-05	0.0158496790619285	0.00598845340122638	0.000717180048051063	0	0	0	0.0311973320902212	0.00692078746369276	0.000358590024025532	0.00961021264388425	0	0	0.00103991106967404	3.58590024025532e-05	0.00351418223545021	0.000179295012012766	0.00200810413454298	0.00100405206727149	0.000107577007207659	0.000537885036038297	0.00136264209129702	0.159429124681751	0.00455409330512425	0.00333488722343744	0.000573744038440851	0.012837522860114	0.000968193064868935	0.000932334062466382	0.00623946641804425	3.58590024025532e-05	0.000430308028830638	0.00111162907447915	0.000322731021622978	0.000215154014415319	0	0.000573744038440851	0.00125506508408936	0.00236669415856851	0	0	0.0150607810090723	3.58590024025532e-05	0.0256391867178255	0.00103991106967404	0	0	3.58590024025532e-05	3.58590024025532e-05	0.000107577007207659	0.00519955534837021	0.00860616057661276	3.58590024025532e-05	0.00182880912253021	0	0.000968193064868935	0.0114031627640119	0.00469752931473446	0.0161365510811489	0	0.0079606985333668
